,e2e_delta
4713,601167484
4714,664770612
4715,634624511
4716,632392383
4717,635750966
4718,681446026
4719,1107030536
4720,677888069
4721,580300467
4722,718059189
4723,673439802
4724,488527692
4725,703469340
4726,464355895
4727,709019530
4728,489272533
4729,687916577
4730,448671883
4731,669219138
4732,698934563
4733,652868305
4734,459114661
4735,693863589
4736,677953432
4737,631582644
4738,409373884
4739,676177708
4740,648307590
4741,415131730
4742,703741786
4743,462420222
4744,734689290
4745,752012671
4746,566013376
4747,666656905
4748,416227404
4749,718455175
4750,681881751
4751,666223104
4752,682974820
4753,685121272
4754,683202633
4755,682910811
4756,665602013
4757,732202161
4758,742853481
4759,699898307
4760,693218068
4761,684216847
4762,667613932
4763,698277218
4764,781322522
4765,634261956
4766,510327410
4767,660044737
4768,1476585166
4769,636234607
4770,648504358
4771,651926847
4772,598577645
4773,370519894
4774,697123315
4775,593540733
4776,638484910
4777,120607734
4778,664123213
4779,671235481
4780,678017491
4781,639258345
4782,502730923
4783,624536153
4784,489633310
4785,611859059
4786,480642089
4787,617092271
4788,119667633
4789,597253065
4790,126054539
4791,642578855
4792,501614520
4793,580152807
4794,649654301
4795,618047007
4796,632304617
4797,668756999
4798,124755272
4799,606935116
4800,616118680
4801,633283208
4802,132985507
4803,667237993
4804,123130225
4805,629558531
4806,649238936
4807,665389770
4808,699862835
4809,600115398
4810,638446732
4811,627136039
4812,650984972
4813,582118477
4814,684313250
4815,635597209
4816,664270711
4817,399724381
4818,617004770
4819,524146738
4820,641923074
4821,145501508
4822,589267151
4823,483675462
4824,582282799
4825,527825892
4826,621561681
4827,119126124
4828,614361965
4829,131724051
4830,635753041
4831,122941789
4832,626170573
4833,119259040
4834,647775814
4835,503720970
4836,694982849
4837,118063315
4838,649196383
4839,125334906
4840,658089635
4841,116476965
4842,666535077
4843,144402396
4844,621467306
4845,126801255
4846,640865003
4847,952192430
4848,615062326
4849,685425327
4850,629999517
4851,600809664
4852,633785130
4853,617342162
4854,631710345
4855,634682783
4856,651918249
4857,648395187
4858,631883417
4859,650677471
4860,667533978
4861,648668415
4862,633305027
4863,649936535
4864,636803349
4865,631170658
4866,631292376
4867,952441646
4868,648581643
4869,580887384
4870,635102937
4871,590125167
4872,626969213
4873,615703624
4874,583315449
4875,127720627
4876,622153708
4877,117342588
4878,617465702
4879,135356592
4880,648631642
4881,132291393
4882,684147413
4883,140407200
4884,676178011
4885,590231363
4886,674466141
4887,146521868
4888,636830743
4889,797341992
4890,603593976
4891,127166462
4892,671845369
4893,168937680
4894,650124657
4895,628834050
4896,637314179
4897,551203625
4898,681298046
4899,145832651
4900,636616524
4901,119219404
4902,615485760
4903,136022370
4904,629364256
4905,599752478
4906,515254627
4907,651699287
4908,632918619
4909,600281434
4910,615598102
4911,635264184
4912,673846924
4913,625136301
4914,617494450
4915,120827419
4916,630448835
4917,529771923
4918,634742051
4919,616406797
4920,523193611
4921,630099410
4922,511561148
4923,669712041
4924,115539364
4925,633301743
4926,120284400
4927,614431439
4928,531614260
4929,633723563
4930,117243837
4931,648981378
4932,495180160
4933,605377405
4934,649387054
4935,600242526
4936,616201016
4937,617649814
4938,616478672
4939,641085571
4940,659306918
4941,114921137
4942,601274815
4943,117288160
4944,633217002
4945,484243112
4946,630461281
4947,601743719
4948,649198095
4949,634026999
4950,621073864
4951,661969616
4952,599530340
4953,634092050
4954,615617528
4955,601287678
4956,622313183
4957,676916598
4958,666818610
4959,640271145
4960,641771661
4961,634118769
4962,683320796
4963,649626010
4964,672160259
4965,628781025
4966,599049872
4967,667422827
4968,618790850
4969,647945755
4970,649201428
4971,618060539
4972,666846265
4973,652088606
4974,629248367
4975,619931575
4976,596819723
4977,601187157
4978,615611953
4979,633669811
4980,616657314
4981,667214962
4982,599285496
4983,635986626
4984,646888882
4985,650646526
4986,615784921
4987,635519805
4988,631609244
4989,584171274
4990,599302943
4991,617235802
4992,615165548
4993,636505270
4994,630754455
4995,667628293
4996,648909187
4997,633113927
4998,640976401
4999,660125818
5000,648142836
5001,636607352
5002,614661799
5003,616423303
5004,615997784
5005,617288561
5006,616790802
5007,616690750
5008,649184394
5009,635470116
5010,649604340
5011,632157418
5012,632867937
5013,717940941
5014,666355744
5015,665677934
5016,600411532
5017,633785433
5018,616322470
5019,616217418
5020,600312105
5021,632326532
5022,653346202
5023,614447007
5024,666228088
5025,633780016
5026,633250904
5027,655969839
5028,610039781
5029,633716631
5030,599622628
5031,617154237
5032,583576429
5033,616371843
5034,633193404
5035,600704655
5036,648728404
5037,635213709
5038,615665804
5039,648845852
5040,616793040
5041,649481266
5042,634515534
5043,600033250
5044,599126535
5045,617413142
5046,616160750
5047,634695481
5048,649107049
5049,619661780
5050,649492932
5051,613984554
5052,666559973
5053,584018901
5054,704282847
5055,611002972
5056,651218454
5057,599210723
5058,632914770
5059,584985045
5060,664640021
5061,618415030
5062,632027065
5063,635323043
5064,647416229
5065,634792368
5066,615176188
5067,585591867
5068,615651552
5069,650517313
5070,632616752
5071,617330244
5072,599334892
5073,619786381
5074,646917899
5075,635713720
5076,662955238
5077,634362684
5078,599509788
5079,600341659
5080,632862951
5081,633498001
5082,632655034
5083,618521127
5084,597533077
5085,617976233
5086,665933146
5087,619855758
5088,630091659
5089,584698384
5090,633411022
5091,636654033
5092,628833174
5093,650831742
5094,649606434
5095,625686312
5096,656464484
5097,619681698
5098,681013355
5099,620203884
5100,629456768
5101,599959738
5102,616671189
5103,650895546
5104,665907628
5105,606051070
5106,593864239
5107,651342889
5108,614719113
5109,617295719
5110,617097126
5111,649968884
5112,599278439
5113,634685865
5114,666173514
5115,617582490
5116,631844314
5117,636592890
5118,630764266
5119,616289526
5120,616705618
5121,652370179
5122,649239097
5123,699382929
5124,665387529
5125,636577319
5126,596582045
5127,649966907
5128,600325105
5129,616163955
5130,667033306
5131,632829104
5132,616562079
5133,617205931
5134,616374216
5135,618133428
5136,598725997
5137,650064669
5138,616153435
5139,633921706
5140,616177030
5141,642885840
5142,606946177
5143,651237114
5144,615562762
5145,650230243
5146,600104796
5147,649698057
5148,616255677
5149,632963690
5150,653923407
5151,650969199
5152,662500981
5153,617190882
5154,599590215
5155,618279993
5156,664784307
5157,634666497
5158,648216658
5159,634135666
5160,633376554
5161,632610724
5162,633305462
5163,585120216
5164,663956395
5165,601514689
5166,634273271
5167,615465265
5168,632797392
5169,601243493
5170,633000463
5171,650639880
5172,615280267
5173,617399686
5174,648950981
5175,601366150
5176,616869220
5177,599510323
5178,684404137
5179,632015729
5180,632008333
5181,617207969
5182,616657086
5183,599999020
5184,633287131
5185,618281508
5186,582199969
5187,600848965
5188,631573753
5189,617298074
5190,616765732
5191,633365205
5192,632919634
5193,632905259
5194,616512661
5195,650594311
5196,633247967
5197,599785429
5198,636978683
5199,613348454
5200,616159642
5201,617787136
5202,599200536
5203,616633495
5204,650253377
5205,683661592
5206,633382290
5207,650175876
5208,615237459
5209,633787185
5210,625859401
5211,624510917
5212,598385228
5213,619150832
5214,636117803
5215,613691528
5216,630889905
5217,585614492
5218,632628805
5219,617596359
5220,597813668
5221,634879475
5222,615773657
5223,601446103
5224,632053339
5225,633121825
5226,617202819
5227,629154235
5228,653532796
5229,633820104
5230,616156521
5231,617154590
5232,600228557
5233,616056105
5234,633240211
5235,601194231
5236,648826771
5237,617292768
5238,615763242
5239,601035534
5240,672167991
5241,660588501
5242,616117461
5243,600012413
5244,634238386
5245,632275164
5246,599470540
5247,633518597
5248,600739963
5249,633568077
5250,631994437
5251,617633862
5252,618130736
5253,632670007
5254,632954278
5255,598593410
5256,633881514
5257,634335419
5258,583315547
5259,633243964
5260,614578718
5261,618598808
5262,615177153
5263,585795539
5264,597448831
5265,634357971
5266,633181674
5267,617060377
5268,598992992
5269,638335094
5270,628547941
5271,617719229
5272,599124920
5273,633977818
5274,618320426
5275,597110605
5276,633957975
5277,666924890
5278,666626089
5279,650841144
5280,616450277
5281,635516772
5282,614384242
5283,631551058
5284,633896465
5285,617744595
5286,615818457
5287,617783397
5288,632610793
5289,633085636
5290,633030584
5291,600203460
5292,615977832
5293,633218865
5294,700291129
5295,617993763
5296,631976786
5297,650420211
5298,637368226
5299,650844793
5300,644879919
5301,701756073
5302,615267679
5303,653205671
5304,630327575
5305,599175496
5306,633478710
5307,600561742
5308,615860438
5309,651762031
5310,599162060
5311,615720855
5312,582604879
5313,600722315
5314,633070379
5315,651348179
5316,600099609
5317,582209203
5318,616636947
5319,601323980
5320,631972362
5321,616380386
5322,616715489
5323,617274185
5324,648823918
5325,617398716
5326,600443984
5327,583286805
5328,582490922
5329,600739244
5330,598665449
5331,638027342
5332,647293768
5333,599423520
5334,582573162
5335,600884869
5336,616066535
5337,584174251
5338,665120321
5339,618182100
5340,582848735
5341,583042745
5342,582969672
5343,651508390
5344,648824857
5345,600509975
5346,618388975
5347,630519401
5348,601130182
5349,616104400
5350,616281223
5351,600266331
5352,650261521
5353,666064746
5354,599457897
5355,601263464
5356,616209557
5357,616551952
5358,599647324
5359,633156060
5360,616388931
5361,600396227
5362,632929395
5363,618730382
5364,649710431
5365,631820233
5366,633333926
5367,615807007
5368,634112412
5369,633292936
5370,615415551
5371,602653460
5372,614265972
5373,617745803
5374,581906450
5375,667723390
5376,616352006
5377,616543725
5378,632379971
5379,617607367
5380,599047693
5381,617335806
5382,633516218
5383,583462748
5384,599327692
5385,600963624
5386,666306625
5387,651716155
5388,630695864
5389,617459868
5390,581678484
5391,635218974
5392,600134409
5393,600304565
5394,620338192
5395,612553689
5396,616476956
5397,583312905
5398,632490442
5399,634784132
5400,616785810
5401,600213732
5402,599380766
5403,583302073
5404,615580919
5405,601014408
5406,632643620
5407,617316851
5408,599594621
5409,616530447
5410,632916796
5411,599568528
5412,600435191
5413,616994404
5414,615856700
5415,651044702
5416,649038771
5417,600132902
5418,615841752
5419,634098668
5420,619258720
5421,631630917
5422,649199137
5423,617599820
5424,582281767
5425,600462537
5426,600917066
5427,615360922
5428,633443255
5429,667008190
5430,615411703
5431,600924253
5432,649383720
5433,600300715
5434,599636029
5435,634333148
5436,599467176
5437,601109618
5438,598132754
5439,584391812
5440,616561232
5441,598943115
5442,584146917
5443,599993269
5444,617233313
5445,633758359
5446,599221761
5447,601200765
5448,632244146
5449,599221397
5450,582748902
5451,601052954
5452,600267435
5453,615982485
5454,616330765
5455,600973162
5456,600168530
5457,649063463
5458,650003095
5459,635905802
5460,647083888
5461,633133780
5462,599919417
5463,618173832
5464,666882464
5465,615094468
5466,633916329
5467,617756021
5468,617891125
5469,631233839
5470,652379235
5471,681734913
5472,651478248
5473,639919435
5474,640480422
5475,600325979
5476,632541596
5477,616695922
5478,633271750
5479,601603111
5480,632313681
5481,600669989
5482,615592229
5483,637959338
5484,629098431
5485,666583041
5486,600294313
5487,600280772
5488,617241858
5489,615534990
5490,616312279
5491,617342848
5492,618314095
5493,664756850
5494,618095919
5495,598107291
5496,634411487
5497,632861545
5498,634090031
5499,636118513
5500,645480407
5501,634811069
5502,580986986
5503,688958641
5504,646830038
5505,616265666
5506,632527745
5507,633696439
5508,666391534
5509,616992956
5510,635903307
5511,715521779
5512,664639717
5513,617963109
5514,598515677
5515,617122539
5516,633410086
5517,633582794
5518,648930710
5519,617379622
5520,617313320
5521,648681596
5522,633715242
5523,617023269
5524,634461802
5525,582195162
5526,616294313
5527,584129842
5528,632225613
5529,618490400
5530,615331036
5531,617068739
5532,651805962
5533,648312172
5534,632408373
5535,600621869
5536,632542227
5537,634001128
5538,615519629
5539,617613581
5540,632815663
5541,617683633
5542,615447026
5543,601505356
5544,632875663
5545,619595658
5546,629207343
5547,601213274
5548,618185923
5549,614748279
5550,632808373
5551,618202122
5552,632386083
5553,599127344
5554,599696249
5555,634157014
5556,620199303
5557,613891877
5558,631469420
5559,617257907
5560,599949165
5561,634511649
5562,615136456
5563,619137849
5564,598369900
5565,632594781
5566,599935416
5567,617248637
5568,598991409
5569,601153224
5570,615757496
5571,600703747
5572,582865788
5573,600837392
5574,615105624
5575,600698175
5576,616479682
5577,666628779
5578,600164166
5579,634809671
5580,655428349
5581,609924341
5582,599366200
5583,650304826
5584,616618900
5585,600783539
5586,642647248
5587,623679605
5588,617215878
5589,600608123
5590,667744036
5591,646823068
5592,634097435
5593,600170052
5594,617955512
5595,665535868
5596,617302441
5597,615822238
5598,600870624
5599,665532900
5600,633111241
5601,617827439
5602,666524406
5603,632584315
5604,599836461
5605,649280039
5606,650509046
5607,617364681
5608,599036568
5609,616608122
5610,683015235
5611,599745159
5612,650185453
5613,617045152
5614,633495199
5615,619721445
5616,613450269
5617,649295873
5618,634840976
5619,614966566
5620,634113791
5621,633926917
5622,641280224
5623,641424495
5624,583335791
5625,625774706
5626,625066948
5627,652769977
5628,647902858
5629,631493176
5630,616642550
5631,601076823
5632,633410982
5633,698389976
5634,621010973
5635,630060265
5636,617965516
5637,632506350
5638,681804877
5639,637586437
5640,649257178
5641,613226366
5642,633741451
5643,665663475
5644,700319710
5645,617130936
5646,650949724
5647,618789472
5648,630362817
5649,583190012
5650,585507972
5651,614121884
5652,633737805
5653,600085631
5654,633789264
5655,632197239
5656,622142794
5657,628320377
5658,600522973
5659,649577856
5660,616792084
5661,600454015
5662,649805823
5663,633019215
5664,600030163
5665,632834424
5666,599784591
5667,600032767
5668,617137812
5669,600250058
5670,616736095
5671,635235823
5672,614566207
5673,666341340
5674,633624944
5675,615871359
5676,602464166
5677,647986040
5678,649838794
5679,600277768
5680,583386732
5681,683400501
5682,616154119
5683,616712555
5684,650306709
5685,600410320
5686,616061984
5687,617335470
5688,599513448
5689,616129015
5690,601192088
5691,615804016
5692,599474333
5693,618567393
5694,615241049
5695,616548441
5696,666153530
5697,633291092
5698,635049003
5699,615977662
5700,616093964
5701,632766563
5702,633710831
5703,600138707
5704,633277186
5705,651048271
5706,614696782
5707,618061041
5708,634624265
5709,632235055
5710,615926465
5711,599470481
5712,617055784
5713,617543283
5714,682631339
5715,616197767
5716,616951306
5717,617092868
5718,599392669
5719,649701661
5720,599736158
5721,584820376
5722,633683332
5723,599675689
5724,616555683
5725,649040415
5726,599255586
5727,635029265
5728,582512884
5729,599109024
5730,600101678
5731,636393480
5732,681194315
5733,616429643
5734,633449375
5735,584368295
5736,615432719
5737,583525954
5738,599306576
5739,600584750
5740,599928449
5741,616546570
5742,599593868
5743,651204419
5744,616207508
5745,583038456
5746,600212564
5747,599565274
5748,632960368
5749,650392443
5750,599452880
5751,617436098
5752,600072304
5753,616290426
5754,599485484
5755,635795462
5756,618572606
5757,679934997
5758,806209719
5759,643050437
5760,649896664
5761,667626760
5762,684247119
5763,688663666
5764,792604349
5765,683558997
5766,683299518
5767,683843579
5768,666915409
5769,685529302
5770,666643639
5771,696994575
5772,670069461
5773,667805718
5774,694799687
5775,674044707
5776,661120325
5777,715668001
5778,649451042
5779,683312540
5780,734549864
5781,683371759
5782,648698545
5783,668974829
5784,698291083
5785,616083241
5786,635054218
5787,683167645
5788,654338630
5789,662281363
5790,734029814
5791,697720669
5792,688340805
5793,672253308
5794,690278715
5795,648984326
5796,685461441
5797,715036026
5798,700060244
5799,666428172
5800,771851091
5801,685120557
5802,726748590
5803,750064291
5804,766335850
5805,650808748
5806,644195854
5807,704643563
5808,649637450
5809,668263115
5810,715187381
5811,633200267
5812,633186413
5813,673757315
5814,643099036
5815,683983113
5816,667332963
5817,698644313
5818,705259395
5819,677976572
5820,634002504
5821,684625039
5822,698014159
5823,687035135
5824,678435530
5825,667534733
5826,617118500
5827,650391407
5828,684108947
5829,721035956
5830,662936572
5831,687778414
5832,709988494
5833,733428205
5834,675876998
5835,692415586
5836,631373869
5837,684026761
5838,682906869
5839,716794252
5840,652841400
5841,747296543
5842,718564872
5843,683934835
5844,648031417
5845,700498111
5846,665209534
5847,668599054
5848,665367764
5849,668009525
5850,632327565
5851,722964285
5852,642243573
5853,717023316
5854,684033116
5855,743766921
5856,705381689
5857,650595992
5858,666156615
5859,701427744
5860,669977280
5861,663710270
5862,723913501
5863,751906946
5864,688435081
5865,669604990
5866,798140277
5867,667174113
5868,666144116
5869,667016873
5870,732108578
5871,733047011
5872,689467735
5873,716529725
5874,680006413
5875,721023512
5876,721139657
5877,721812051
5878,667745935
5879,682872029
5880,634302144
5881,698429892
5882,700127959
5883,650100839
5884,633122199
5885,673221177
5886,732773524
5887,644039089
5888,716699048
5889,716799569
5890,669386191
5891,714357546
5892,667185886
5893,667233906
5894,715276762
5895,649760633
5896,700695510
5897,683066925
5898,699062183
5899,739295378
5900,694848812
5901,733754355
5902,715684886
5903,660468461
5904,657196858
5905,749791436
5906,698701560
5907,723710276
5908,720990962
5909,640753113
5910,730814314
5911,616924236
5912,667383229
5913,717560349
5914,719971903
5915,701541186
5916,627076441
5917,716514781
5918,733979825
5919,698634738
5920,684588953
5921,717588214
5922,673915499
5923,719714926
5924,721546691
5925,717312539
5926,666330734
5927,699233799
5928,684050152
5929,652391043
5930,679592147
5931,651978545
5932,714964786
5933,684013695
5934,683828435
5935,683417759
5936,683217812
5937,716782385
5938,684058695
5939,667367763
5940,697809637
5941,700867283
5942,699571402
5943,699582549
5944,716398897
5945,701185876
5946,681166309
5947,686110877
5948,665954643
5949,666147403
5950,714886559
5951,736441798
5952,730821557
5953,717455612
5954,683980780
5955,681859485
5956,685384004
5957,688745816
5958,693552206
5959,668886300
5960,687482747
5961,726235636
5962,716836709
5963,700550099
5964,699550675
5965,663657100
5966,685822024
5967,682704327
5968,683980364
5969,666583080
5970,717952487
5971,682374849
5972,711532354
5973,655450202
5974,682442661
5975,766804612
5976,667190578
5977,665526834
5978,677082316
5979,723145595
5980,690017584
5981,710336264
5982,672626915
5983,644657635
5984,683195472
5985,701106349
5986,632656374
5987,699681145
5988,750008004
5989,719231338
5990,664595224
5991,665471158
5992,650337929
5993,716401765
5994,717013377
5995,699350730
5996,714324480
5997,652356463
5998,668407971
5999,698266827
6000,688365455
6001,662142837
6002,800584967
6003,686416973
6004,698053964
6005,731989265
6006,698480108
6007,667017404
6008,701997752
6009,687073741
6010,727868654
6011,683689118
6012,656513221
6013,658808682
6014,668401826
6015,818878864
6016,663181584
6017,719955608
6018,763986812
6019,707305860
6020,645310812
6021,753432838
6022,826875972
6023,682483394
6024,717820147
6025,717532492
6026,680872826
6027,701205570
6028,668969065
6029,697832821
6030,716112081
6031,684875781
6032,715702239
6033,716061769
6034,700563853
6035,632423617
6036,683668859
6037,749699049
6038,700360834
6039,699901616
6040,666792928
6041,701241507
6042,697683812
6043,651279856
6044,699309744
6045,685323697
6046,663968354
6047,706281074
6048,699613127
6049,758286313
6050,704087592
6051,718014784
6052,715092763
6053,734403322
6054,698973391
6055,666039024
6056,683637975
6057,722767320
6058,726762932
6059,691597688
6060,678195754
6061,682178553
6062,713782455
6063,770244554
6064,648346377
6065,632228203
6066,674023008
6067,725227104
6068,668508288
6069,718816553
6070,712424908
6071,749945405
6072,712827772
6073,704507331
6074,809233796
6075,706821021
6076,682943239
6077,667452302
6078,683782038
6079,701265312
6080,701183697
6081,684271256
6082,646200865
6083,701217656
6084,715715314
6085,615190971
6086,730133287
6087,687826139
6088,682830271
6089,718360358
6090,732477706
6091,683923444
6092,699237559
6093,665959756
6094,700860157
6095,649657832
6096,665991787
6097,729866204
6098,707192532
6099,666192359
6100,680584811
6101,649615125
6102,682958917
6103,717254894
6104,699940839
6105,685105473
6106,731203701
6107,652499230
6108,756524239
6109,679082628
6110,698619332
6111,730176517
6112,717040312
6113,734698376
6114,648770441
6115,754261487
6116,711901788
6117,652298762
6118,749721658
6119,713560637
6120,717415259
6121,716690105
6122,633457941
6123,615932272
6124,701353023
6125,632451227
6126,718551505
6127,682144754
6128,769386436
6129,678661016
6130,717614060
6131,719768793
6132,667529857
6133,678751485
6134,700158756
6135,717223176
6136,666380850
6137,707425762
6138,709678098
6139,682789857
6140,819598296
6141,646894771
6142,650786425
6143,666746891
6144,668442250
6145,681763559
6146,716362295
6147,670828596
6148,662245448
6149,666457570
6150,683222773
6151,734736087
6152,649962158
6153,698413398
6154,701856563
6155,665113303
6156,649886949
6157,683635220
6158,699656258
6159,649873669
6160,649682627
6161,633884139
6162,760740790
6163,755065497
6164,700097404
6165,766753738
6166,682742463
6167,700431048
6168,650946478
6169,649600545
6170,669270322
6171,665537886
6172,731962086
6173,649332941
6174,701644794
6175,666766164
6176,699954644
6177,715380686
6178,683136212
6179,734336246
6180,688607130
6181,661093996
6182,686438284
6183,695074713
6184,749826974
6185,685056414
6186,652938295
6187,647024564
6188,683921262
6189,665123617
6190,736197646
6191,747184900
6192,667186215
6193,686220942
6194,681539760
6195,649074297
6196,699920687
6197,682738714
6198,650863979
6199,675925716
6200,689036974
6201,704547911
6202,679460757
6203,733555156
6204,632790656
6205,675862124
6206,691001447
6207,683062307
6208,717455054
6209,699807876
6210,683688191
6211,732145057
6212,700942455
6213,699378190
6214,699924594
6215,739353991
6216,643671505
6217,666831581
6218,669487198
6219,696006066
6220,719080206
6221,699829022
6222,765459944
6223,666150231
6224,651394760
6225,698948817
6226,734323905
6227,682455852
6228,669837041
6229,664688725
6230,682576373
6231,701863234
6232,647446544
6233,736017024
6234,665717211
6235,701127351
6236,657500885
6237,740052792
6238,634013362
6239,685375582
6240,665501431
6241,684229388
6242,682114500
6243,682698560
6244,665614608
6245,701129695
6246,648619978
6247,702463025
6248,648134928
6249,700013814
6250,652409028
6251,698742829
6252,682546374
6253,738615401
6254,678969824
6255,680916379
6256,684217358
6257,668979180
6258,715206471
6259,672677605
6260,676996601
